algorithm,text_1,text_2,text_1_size,text_2_size,time,space
dp,gift_of_the_magi,raven,60,170,397249,2912256
dpopt,gift_of_the_magi,raven,60,170,326453,2912256
memo,gift_of_the_magi,raven,60,180,7006429,3825664
dp,gift_of_the_magi,raven,60,180,405271,2912256
dpopt,gift_of_the_magi,raven,60,180,328082,2912256
memo,gift_of_the_magi,raven,60,190,7736689,3956736
dp,gift_of_the_magi,raven,60,190,433519,2912256
dpopt,gift_of_the_magi,raven,60,190,353113,2912256
memo,gift_of_the_magi,raven,60,200,7947215,3956736
dp,gift_of_the_magi,raven,60,200,447727,2912256
dpopt,gift_of_the_magi,raven,60,200,355241,2912256
memo,gift_of_the_magi,raven,60,210,8245945,4087808
dp,gift_of_the_magi,raven,60,210,471271,2912256
dpopt,gift_of_the_magi,raven,60,210,380823,2912256
memo,gift_of_the_magi,raven,60,220,8407351,4026368
dp,gift_of_the_magi,raven,60,220,506832,2981888
dpopt,gift_of_the_magi,raven,60,220,394394,2981888
memo,gift_of_the_magi,raven,60,230,8899471,4157440
dp,gift_of_the_magi,raven,60,230,515198,2981888
dpopt,gift_of_the_magi,raven,60,230,400001,2981888
memo,gift_of_the_magi,raven,60,240,9465880,4157440
dp,gift_of_the_magi,raven,60,240,546701,2981888
dpopt,gift_of_the_magi,raven,60,240,437882,2981888
memo,gift_of_the_magi,raven,60,250,9739480,4288512
dp,gift_of_the_magi,raven,60,250,545830,2981888
dpopt,gift_of_the_magi,raven,60,250,434381,2981888
memo,gift_of_the_magi,raven,60,260,10597890,4288512
dp,gift_of_the_magi,raven,60,260,480716,2981888
dpopt,gift_of_the_magi,raven,60,260,387229,2981888
memo,gift_of_the_magi,raven,60,270,9260207,4419584
dp,gift_of_the_magi,raven,60,270,500673,2981888
dpopt,gift_of_the_magi,raven,60,270,398288,2981888
memo,gift_of_the_magi,raven,60,280,9838724,4419584
dp,gift_of_the_magi,raven,60,280,518147,2981888
dpopt,gift_of_the_magi,raven,60,280,418351,2981888
memo,gift_of_the_magi,raven,60,290,9772613,4550656
dp,gift_of_the_magi,raven,60,290,471184,2981888
dpopt,gift_of_the_magi,raven,60,290,384874,2981888
memo,gift_of_the_magi,raven,60,300,8998918,4554752
dp,gift_of_the_magi,raven,60,300,477271,2985984
dpopt,gift_of_the_magi,raven,60,300,374526,2985984
memo,gift_of_the_magi,raven,70,10,445297,3047424
dp,gift_of_the_magi,raven,70,10,61918,2985984
dpopt,gift_of_the_magi,raven,70,10,67945,2985984
memo,gift_of_the_magi,raven,70,20,717591,3047424
dp,gift_of_the_magi,raven,70,20,78463,2985984
dpopt,gift_of_the_magi,raven,70,20,86708,2985984
memo,gift_of_the_magi,raven,70,30,998459,3047424
dp,gift_of_the_magi,raven,70,30,100615,2985984
dpopt,gift_of_the_magi,raven,70,30,100454,2985984
memo,gift_of_the_magi,raven,70,40,1358976,3112960
dp,gift_of_the_magi,raven,70,40,111208,2985984
dpopt,gift_of_the_magi,raven,70,40,111024,2985984
memo,gift_of_the_magi,raven,70,50,1632464,3244032
dp,gift_of_the_magi,raven,70,50,132526,2985984
dpopt,gift_of_the_magi,raven,70,50,125001,2985984
memo,gift_of_the_magi,raven,70,60,1901451,3244032
dp,gift_of_the_magi,raven,70,60,147549,2985984
dpopt,gift_of_the_magi,raven,70,60,130103,2985984
memo,gift_of_the_magi,raven,70,70,2813430,3375104
dp,gift_of_the_magi,raven,70,70,176008,2985984
dpopt,gift_of_the_magi,raven,70,70,149399,2985984
memo,gift_of_the_magi,raven,70,80,2664810,3375104
dp,gift_of_the_magi,raven,70,80,180778,2985984
dpopt,gift_of_the_magi,raven,70,80,158910,2985984
memo,gift_of_the_magi,raven,70,90,2849921,3375104
dp,gift_of_the_magi,raven,70,90,204447,2985984
dpopt,gift_of_the_magi,raven,70,90,170360,2985984
memo,gift_of_the_magi,raven,70,100,3186524,3506176
dp,gift_of_the_magi,raven,70,100,220769,2985984
dpopt,gift_of_the_magi,raven,70,100,185210,2985984
memo,gift_of_the_magi,raven,70,110,3323634,3510272
dp,gift_of_the_magi,raven,70,110,245566,2990080
dpopt,gift_of_the_magi,raven,70,110,197264,2990080
memo,gift_of_the_magi,raven,70,120,3755850,3641344
dp,gift_of_the_magi,raven,70,120,254074,2990080
dpopt,gift_of_the_magi,raven,70,120,216483,2990080
memo,gift_of_the_magi,raven,70,130,4352788,3641344
dp,gift_of_the_magi,raven,70,130,266995,2990080
dpopt,gift_of_the_magi,raven,70,130,228923,2990080
memo,gift_of_the_magi,raven,70,140,4806202,3772416
dp,gift_of_the_magi,raven,70,140,283967,2990080
dpopt,gift_of_the_magi,raven,70,140,232188,2990080
memo,gift_of_the_magi,raven,70,150,5126234,3772416
dp,gift_of_the_magi,raven,70,150,295129,2990080
dpopt,gift_of_the_magi,raven,70,150,244417,2990080
memo,gift_of_the_magi,raven,70,160,5373976,3903488
dp,gift_of_the_magi,raven,70,160,324228,2990080
dpopt,gift_of_the_magi,raven,70,160,258822,2990080
memo,gift_of_the_magi,raven,70,170,5602388,3903488
dp,gift_of_the_magi,raven,70,170,333621,2990080
dpopt,gift_of_the_magi,raven,70,170,268915,2990080
memo,gift_of_the_magi,raven,70,180,5880993,4034560
dp,gift_of_the_magi,raven,70,180,351645,2990080
dpopt,gift_of_the_magi,raven,70,180,280497,2990080
memo,gift_of_the_magi,raven,70,190,6433177,4034560
dp,gift_of_the_magi,raven,70,190,380650,2990080
dpopt,gift_of_the_magi,raven,70,190,291611,2990080
memo,gift_of_the_magi,raven,70,200,6442162,4165632
dp,gift_of_the_magi,raven,70,200,376765,2990080
dpopt,gift_of_the_magi,raven,70,200,304336,2990080
memo,gift_of_the_magi,raven,70,210,6704478,4165632
dp,gift_of_the_magi,raven,70,210,393290,2990080
dpopt,gift_of_the_magi,raven,70,210,321909,2990080
memo,gift_of_the_magi,raven,70,220,6916634,4169728
dp,gift_of_the_magi,raven,70,220,420831,2994176
dpopt,gift_of_the_magi,raven,70,220,327261,2994176
memo,gift_of_the_magi,raven,70,230,7596788,4300800
dp,gift_of_the_magi,raven,70,230,444477,2994176
dpopt,gift_of_the_magi,raven,70,230,339457,2994176
memo,gift_of_the_magi,raven,70,240,7756170,4300800
dp,gift_of_the_magi,raven,70,240,447703,2994176
dpopt,gift_of_the_magi,raven,70,240,356767,2994176
memo,gift_of_the_magi,raven,70,250,7977677,4431872
dp,gift_of_the_magi,raven,70,250,474924,2994176
dpopt,gift_of_the_magi,raven,70,250,374161,2994176
memo,gift_of_the_magi,raven,70,260,8775141,4431872
dp,gift_of_the_magi,raven,70,260,492136,2994176
dpopt,gift_of_the_magi,raven,70,260,391403,2994176
memo,gift_of_the_magi,raven,70,270,8947370,4562944
dp,gift_of_the_magi,raven,70,270,451348,2994176
dpopt,gift_of_the_magi,raven,70,270,418430,2994176
memo,gift_of_the_magi,raven,70,280,9519856,4562944
dp,gift_of_the_magi,raven,70,280,525451,2994176
dpopt,gift_of_the_magi,raven,70,280,428473,2994176
memo,gift_of_the_magi,raven,70,290,9725477,4694016
dp,gift_of_the_magi,raven,70,290,486897,2994176
dpopt,gift_of_the_magi,raven,70,290,382175,2994176
memo,gift_of_the_magi,raven,70,300,9933402,4825088
dp,gift_of_the_magi,raven,70,300,504667,2994176
dpopt,gift_of_the_magi,raven,70,300,396378,2994176
memo,gift_of_the_magi,raven,80,10,434774,3055616
dp,gift_of_the_magi,raven,80,10,63657,2994176
dpopt,gift_of_the_magi,raven,80,10,73694,2994176
memo,gift_of_the_magi,raven,80,20,702674,3059712
dp,gift_of_the_magi,raven,80,20,81553,2998272
dpopt,gift_of_the_magi,raven,80,20,94046,2998272
memo,gift_of_the_magi,raven,80,30,1063338,3059712
dp,gift_of_the_magi,raven,80,30,98184,2998272
dpopt,gift_of_the_magi,raven,80,30,108826,2998272
memo,gift_of_the_magi,raven,80,40,1477534,3125248
dp,gift_of_the_magi,raven,80,40,122757,2998272
dpopt,gift_of_the_magi,raven,80,40,111777,2998272
memo,gift_of_the_magi,raven,80,50,1829628,3256320
dp,gift_of_the_magi,raven,80,50,135728,2998272
dpopt,gift_of_the_magi,raven,80,50,156735,2998272
memo,gift_of_the_magi,raven,80,60,2174257,3256320
dp,gift_of_the_magi,raven,80,60,208016,2998272
dpopt,gift_of_the_magi,raven,80,60,141688,2998272
memo,gift_of_the_magi,raven,80,70,2866386,3387392
dp,gift_of_the_magi,raven,80,70,180495,2998272
dpopt,gift_of_the_magi,raven,80,70,204661,2998272
memo,gift_of_the_magi,raven,80,80,2951952,3518464
dp,gift_of_the_magi,raven,80,80,244840,2998272
dpopt,gift_of_the_magi,raven,80,80,162248,2998272
memo,gift_of_the_magi,raven,80,90,3122479,3518464
dp,gift_of_the_magi,raven,80,90,197560,2998272
dpopt,gift_of_the_magi,raven,80,90,172308,2998272
memo,gift_of_the_magi,raven,80,100,3532369,3649536
dp,gift_of_the_magi,raven,80,100,267173,2998272
dpopt,gift_of_the_magi,raven,80,100,185724,2998272
memo,gift_of_the_magi,raven,80,110,3724205,3649536
dp,gift_of_the_magi,raven,80,110,239001,2998272
dpopt,gift_of_the_magi,raven,80,110,197930,2998272
memo,gift_of_the_magi,raven,80,120,4320357,3780608
dp,gift_of_the_magi,raven,80,120,253893,2998272
dpopt,gift_of_the_magi,raven,80,120,209667,2998272
memo,gift_of_the_magi,raven,80,130,4958768,3784704
dp,gift_of_the_magi,raven,80,130,271151,3002368
dpopt,gift_of_the_magi,raven,80,130,222085,3002368
memo,gift_of_the_magi,raven,80,140,5589532,3915776
dp,gift_of_the_magi,raven,80,140,345249,3002368
dpopt,gift_of_the_magi,raven,80,140,236530,3002368
memo,gift_of_the_magi,raven,80,150,5722810,3915776
dp,gift_of_the_magi,raven,80,150,362358,3002368
dpopt,gift_of_the_magi,raven,80,150,249174,3002368
memo,gift_of_the_magi,raven,80,160,5949753,4046848
dp,gift_of_the_magi,raven,80,160,318645,3002368
dpopt,gift_of_the_magi,raven,80,160,260763,3002368
memo,gift_of_the_magi,raven,80,170,6172929,4046848
dp,gift_of_the_magi,raven,80,170,390063,3002368
dpopt,gift_of_the_magi,raven,80,170,272871,3002368
memo,gift_of_the_magi,raven,80,180,6360774,4177920
dp,gift_of_the_magi,raven,80,180,330445,3002368
dpopt,gift_of_the_magi,raven,80,180,268602,3002368
memo,gift_of_the_magi,raven,80,190,6699991,4308992
dp,gift_of_the_magi,raven,80,190,353254,3002368
dpopt,gift_of_the_magi,raven,80,190,338413,3002368
memo,gift_of_the_magi,raven,80,200,7303210,4308992
dp,gift_of_the_magi,raven,80,200,392430,3002368
dpopt,gift_of_the_magi,raven,80,200,310450,3002368
memo,gift_of_the_magi,raven,80,210,7562867,4440064
dp,gift_of_the_magi,raven,80,210,409478,3002368
dpopt,gift_of_the_magi,raven,80,210,322327,3002368
memo,gift_of_the_magi,raven,80,220,7845707,4440064
dp,gift_of_the_magi,raven,80,220,427739,3002368
dpopt,gift_of_the_magi,raven,80,220,333652,3002368
memo,gift_of_the_magi,raven,80,230,8208257,4571136
dp,gift_of_the_magi,raven,80,230,489874,3002368
dpopt,gift_of_the_magi,raven,80,230,346744,3002368
memo,gift_of_the_magi,raven,80,240,8858700,4575232
dp,gift_of_the_magi,raven,80,240,521846,3006464
dpopt,gift_of_the_magi,raven,80,240,408353,3006464
memo,gift_of_the_magi,raven,80,250,9092763,4706304
dp,gift_of_the_magi,raven,80,250,481149,3006464
dpopt,gift_of_the_magi,raven,80,250,375546,3006464
memo,gift_of_the_magi,raven,80,260,10016036,4837376
dp,gift_of_the_magi,raven,80,260,529218,3006464
dpopt,gift_of_the_magi,raven,80,260,394859,3006464
memo,gift_of_the_magi,raven,80,270,9985917,4837376
dp,gift_of_the_magi,raven,80,270,568277,3006464
dpopt,gift_of_the_magi,raven,80,270,463897,3006464
memo,gift_of_the_magi,raven,80,280,10771872,4968448
dp,gift_of_the_magi,raven,80,280,532528,3006464
dpopt,gift_of_the_magi,raven,80,280,420046,3006464
memo,gift_of_the_magi,raven,80,290,11093811,4968448
dp,gift_of_the_magi,raven,80,290,626993,3006464
dpopt,gift_of_the_magi,raven,80,290,494153,3006464
memo,gift_of_the_magi,raven,80,300,11246077,5099520
dp,gift_of_the_magi,raven,80,300,594678,3006464
dpopt,gift_of_the_magi,raven,80,300,451305,3006464
memo,gift_of_the_magi,raven,90,10,467109,3067904
dp,gift_of_the_magi,raven,90,10,74934,3006464
dpopt,gift_of_the_magi,raven,90,10,79158,3006464
memo,gift_of_the_magi,raven,90,20,852994,3067904
dp,gift_of_the_magi,raven,90,20,93710,3006464
dpopt,gift_of_the_magi,raven,90,20,94444,3006464
memo,gift_of_the_magi,raven,90,30,1215700,3133440
dp,gift_of_the_magi,raven,90,30,108986,3006464
dpopt,gift_of_the_magi,raven,90,30,169061,3006464
memo,gift_of_the_magi,raven,90,40,1680612,3268608
dp,gift_of_the_magi,raven,90,40,126964,3010560
dpopt,gift_of_the_magi,raven,90,40,124690,3010560
memo,gift_of_the_magi,raven,90,50,2151356,3268608
dp,gift_of_the_magi,raven,90,50,155477,3010560
dpopt,gift_of_the_magi,raven,90,50,196882,3010560
memo,gift_of_the_magi,raven,90,60,2558135,3399680
dp,gift_of_the_magi,raven,90,60,220419,3010560
dpopt,gift_of_the_magi,raven,90,60,159559,3010560
memo,gift_of_the_magi,raven,90,70,3105909,3399680
dp,gift_of_the_magi,raven,90,70,274165,3010560
dpopt,gift_of_the_magi,raven,90,70,172745,3010560
memo,gift_of_the_magi,raven,90,80,3336842,3530752
dp,gift_of_the_magi,raven,90,80,219144,3010560
dpopt,gift_of_the_magi,raven,90,80,193965,3010560
memo,gift_of_the_magi,raven,90,90,3693441,3661824
dp,gift_of_the_magi,raven,90,90,231215,3010560
dpopt,gift_of_the_magi,raven,90,90,197581,3010560
memo,gift_of_the_magi,raven,90,100,4058994,3661824
dp,gift_of_the_magi,raven,90,100,243880,3010560
dpopt,gift_of_the_magi,raven,90,100,212458,3010560
memo,gift_of_the_magi,raven,90,110,4394920,3792896
dp,gift_of_the_magi,raven,90,110,271931,3010560
dpopt,gift_of_the_magi,raven,90,110,226834,3010560
memo,gift_of_the_magi,raven,90,120,5028146,3792896
dp,gift_of_the_magi,raven,90,120,292624,3010560
dpopt,gift_of_the_magi,raven,90,120,244333,3010560
memo,gift_of_the_magi,raven,90,130,5800457,3923968
dp,gift_of_the_magi,raven,90,130,313163,3010560
dpopt,gift_of_the_magi,raven,90,130,255036,3010560
memo,gift_of_the_magi,raven,90,140,6407072,4055040
dp,gift_of_the_magi,raven,90,140,329193,3010560
dpopt,gift_of_the_magi,raven,90,140,270807,3010560
memo,gift_of_the_magi,raven,90,150,6693997,4190208
dp,gift_of_the_magi,raven,90,150,343292,3014656
dpopt,gift_of_the_magi,raven,90,150,283614,3014656
memo,gift_of_the_magi,raven,90,160,7016998,4190208
dp,gift_of_the_magi,raven,90,160,365087,3014656
dpopt,gift_of_the_magi,raven,90,160,300316,3014656
memo,gift_of_the_magi,raven,90,170,7347413,4321280
dp,gift_of_the_magi,raven,90,170,435856,3014656
dpopt,gift_of_the_magi,raven,90,170,352163,3014656
memo,gift_of_the_magi,raven,90,180,7757740,4321280
dp,gift_of_the_magi,raven,90,180,445582,3014656
dpopt,gift_of_the_magi,raven,90,180,384407,3014656
memo,gift_of_the_magi,raven,90,190,8984138,4452352
dp,gift_of_the_magi,raven,90,190,440009,3014656
dpopt,gift_of_the_magi,raven,90,190,355483,3014656
memo,gift_of_the_magi,raven,90,200,8710919,4583424
dp,gift_of_the_magi,raven,90,200,466456,3014656
dpopt,gift_of_the_magi,raven,90,200,377140,3014656
memo,gift_of_the_magi,raven,90,210,8979665,4714496
dp,gift_of_the_magi,raven,90,210,486417,3014656
dpopt,gift_of_the_magi,raven,90,210,383719,3014656
memo,gift_of_the_magi,raven,90,220,9340222,4714496
dp,gift_of_the_magi,raven,90,220,497875,3014656
dpopt,gift_of_the_magi,raven,90,220,431234,3014656
memo,gift_of_the_magi,raven,90,230,9600647,4845568
dp,gift_of_the_magi,raven,90,230,528437,3014656
dpopt,gift_of_the_magi,raven,90,230,447783,3014656
memo,gift_of_the_magi,raven,90,240,9786383,4976640
dp,gift_of_the_magi,raven,90,240,515409,3014656
dpopt,gift_of_the_magi,raven,90,240,403935,3014656
memo,gift_of_the_magi,raven,90,250,10092542,4976640
dp,gift_of_the_magi,raven,90,250,597580,3014656
dpopt,gift_of_the_magi,raven,90,250,478595,3014656
memo,gift_of_the_magi,raven,90,260,11722893,5111808
dp,gift_of_the_magi,raven,90,260,630762,3018752
dpopt,gift_of_the_magi,raven,90,260,606934,3018752
memo,gift_of_the_magi,raven,90,270,11598736,5111808
dp,gift_of_the_magi,raven,90,270,633104,3018752
dpopt,gift_of_the_magi,raven,90,270,629996,3018752
memo,gift_of_the_magi,raven,90,280,12339794,5242880
dp,gift_of_the_magi,raven,90,280,637649,3018752
dpopt,gift_of_the_magi,raven,90,280,525391,3018752
memo,gift_of_the_magi,raven,90,290,12337389,5242880
dp,gift_of_the_magi,raven,90,290,660568,3018752
dpopt,gift_of_the_magi,raven,90,290,534064,3018752
memo,gift_of_the_magi,raven,90,300,12715033,5373952
dp,gift_of_the_magi,raven,90,300,632750,3018752
dpopt,gift_of_the_magi,raven,90,300,501453,3018752
memo,gift_of_the_magi,raven,100,10,513327,3080192
dp,gift_of_the_magi,raven,100,10,71110,3018752
dpopt,gift_of_the_magi,raven,100,10,85455,3018752
memo,gift_of_the_magi,raven,100,20,900359,3080192
dp,gift_of_the_magi,raven,100,20,94251,3018752
dpopt,gift_of_the_magi,raven,100,20,131014,3018752
memo,gift_of_the_magi,raven,100,30,1338518,3145728
dp,gift_of_the_magi,raven,100,30,115036,3018752
dpopt,gift_of_the_magi,raven,100,30,124322,3018752
memo,gift_of_the_magi,raven,100,40,1854298,3276800
dp,gift_of_the_magi,raven,100,40,177191,3018752
dpopt,gift_of_the_magi,raven,100,40,134288,3018752
memo,gift_of_the_magi,raven,100,50,2463694,3407872
dp,gift_of_the_magi,raven,100,50,189276,3018752
dpopt,gift_of_the_magi,raven,100,50,177877,3018752
memo,gift_of_the_magi,raven,100,60,3029609,3411968
dp,gift_of_the_magi,raven,100,60,204033,3022848
dpopt,gift_of_the_magi,raven,100,60,175586,3022848
memo,gift_of_the_magi,raven,100,70,3249432,3543040
dp,gift_of_the_magi,raven,100,70,222602,3022848
dpopt,gift_of_the_magi,raven,100,70,192078,3022848
memo,gift_of_the_magi,raven,100,80,3718091,3674112
dp,gift_of_the_magi,raven,100,80,235901,3022848
dpopt,gift_of_the_magi,raven,100,80,212682,3022848
memo,gift_of_the_magi,raven,100,90,4023424,3674112
dp,gift_of_the_magi,raven,100,90,264380,3022848
dpopt,gift_of_the_magi,raven,100,90,236923,3022848
memo,gift_of_the_magi,raven,100,100,4439233,3805184
dp,gift_of_the_magi,raven,100,100,285285,3022848
dpopt,gift_of_the_magi,raven,100,100,246925,3022848
memo,gift_of_the_magi,raven,100,110,4873674,3936256
dp,gift_of_the_magi,raven,100,110,303799,3022848
dpopt,gift_of_the_magi,raven,100,110,259939,3022848
memo,gift_of_the_magi,raven,100,120,5530350,3936256
dp,gift_of_the_magi,raven,100,120,337657,3022848
dpopt,gift_of_the_magi,raven,100,120,276182,3022848
memo,gift_of_the_magi,raven,100,130,6376385,4067328
dp,gift_of_the_magi,raven,100,130,354522,3022848
dpopt,gift_of_the_magi,raven,100,130,297740,3022848
memo,gift_of_the_magi,raven,100,140,7007341,4198400
dp,gift_of_the_magi,raven,100,140,377792,3022848
dpopt,gift_of_the_magi,raven,100,140,319186,3022848
memo,gift_of_the_magi,raven,100,150,7460615,4329472
dp,gift_of_the_magi,raven,100,150,411983,3022848
dpopt,gift_of_the_magi,raven,100,150,326246,3022848
memo,gift_of_the_magi,raven,100,160,7679465,4329472
dp,gift_of_the_magi,raven,100,160,424822,3022848
dpopt,gift_of_the_magi,raven,100,160,344013,3022848
memo,gift_of_the_magi,raven,100,170,7996308,4464640
dp,gift_of_the_magi,raven,100,170,470656,3026944
dpopt,gift_of_the_magi,raven,100,170,363363,3026944
memo,gift_of_the_magi,raven,100,180,8434324,4464640
dp,gift_of_the_magi,raven,100,180,470216,3026944
dpopt,gift_of_the_magi,raven,100,180,374121,3026944
memo,gift_of_the_magi,raven,100,190,9135139,4726784
dp,gift_of_the_magi,raven,100,190,501416,3026944
dpopt,gift_of_the_magi,raven,100,190,398873,3026944
memo,gift_of_the_magi,raven,100,200,9281938,4726784
dp,gift_of_the_magi,raven,100,200,524340,3026944
dpopt,gift_of_the_magi,raven,100,200,407070,3026944
memo,gift_of_the_magi,raven,100,210,9589953,4857856
dp,gift_of_the_magi,raven,100,210,545364,3026944
dpopt,gift_of_the_magi,raven,100,210,423204,3026944
memo,gift_of_the_magi,raven,100,220,9956261,4857856
dp,gift_of_the_magi,raven,100,220,567429,3026944
dpopt,gift_of_the_magi,raven,100,220,449727,3026944
memo,gift_of_the_magi,raven,100,230,10439873,4988928
dp,gift_of_the_magi,raven,100,230,596720,3026944
dpopt,gift_of_the_magi,raven,100,230,463861,3026944
memo,gift_of_the_magi,raven,100,240,10956743,5120000
dp,gift_of_the_magi,raven,100,240,611099,3026944
dpopt,gift_of_the_magi,raven,100,240,474900,3026944
memo,gift_of_the_magi,raven,100,250,11409182,5251072
dp,gift_of_the_magi,raven,100,250,593547,3026944
dpopt,gift_of_the_magi,raven,100,250,467454,3026944
memo,gift_of_the_magi,raven,100,260,12365663,5251072
dp,gift_of_the_magi,raven,100,260,618531,3026944
dpopt,gift_of_the_magi,raven,100,260,490382,3026944
memo,gift_of_the_magi,raven,100,270,11971263,5382144
dp,gift_of_the_magi,raven,100,270,686378,3026944
dpopt,gift_of_the_magi,raven,100,270,529808,3026944
memo,gift_of_the_magi,raven,100,280,12688804,5517312
dp,gift_of_the_magi,raven,100,280,638547,3096576
dpopt,gift_of_the_magi,raven,100,280,491027,3031040
memo,gift_of_the_magi,raven,100,290,13096026,5517312
dp,gift_of_the_magi,raven,100,290,662395,3096576
dpopt,gift_of_the_magi,raven,100,290,504487,3031040
memo,gift_of_the_magi,raven,100,300,13787877,5648384
dp,gift_of_the_magi,raven,100,300,761909,3096576
dpopt,gift_of_the_magi,raven,100,300,606450,3031040
memo,gift_of_the_magi,raven,110,10,615177,3092480
dp,gift_of_the_magi,raven,110,10,133003,3031040
dpopt,gift_of_the_magi,raven,110,10,91954,3031040
memo,gift_of_the_magi,raven,110,20,1022294,3158016
dp,gift_of_the_magi,raven,110,20,99723,3031040
dpopt,gift_of_the_magi,raven,110,20,112120,3031040
